fld_num,fld_names,lift,precision,recall,tot_lift,tot_recall,tot_prec
26,q_rh_close_10M^prpsl_low_240M^q_rl_high_10M^q_rh_high_10M^q_rl_high_20M^q_sma_high_15M_pdif^prpsl_low_180M,0.51899,0.54669,0.11204,0.50585,0.02323,0.66943
46,q_rl_low_30M^q_sma_high_10M_pdif^q_sma_low_7M_pdif^q_rl_high_10M^prpsl_low_180M^q_rl_low_20M^q_rl_low_10M,0.50432,0.53202,0.2,0.47846,0.04087,0.64204
7,prpsh_high_90M^q_rh_high_10M^q_sma_close_20M_pdif^q_rh_close_20M^prpsl_low_240M^q_rl_close_20M^q_sma_low_15M_pdif,0.50769,0.53539,0.17978,0.47797,0.03648,0.64154
30,q_rh_high_10M^q_rl_close_10M^q_rh_close_5M^q_rh_low_5M^q_rh_low_10M^prpsh_high_30M^q_rl_low_10M,0.50604,0.53374,0.1892,0.48466,0.03891,0.64824
23,prpsl_low_300M^q_rl_high_30M^q_rh_low_5M^q_sma_high_10M_pdif^prpsl_low_120M^q_sma_low_10M_pdif^q_sma_close_15M_pdif,0.51808,0.54578,0.11682,0.4817,0.02339,0.64528
28,q_rh_close_30M^q_sma_low_7M_pdif^q_rh_close_30M^q_sma_close_15M_pdif^q_rh_high_30M^q_rl_high_20M^prpsh_high_15M,0.51756,0.54526,0.11991,0.48695,0.02422,0.65053
2,prpsh_high_10M^q_rh_high_30M^q_rl_high_30M^prpsh_high_60M^q_slope_close_5M^q_sma_low_15M_pdif^q_sma_low_7M_pdif,0.5081,0.5358,0.1767,0.48593,0.03627,0.64951
43,q_rl_high_30M^q_rh_low_30M^q_rh_high_5M^q_rl_low_10M^q_rh_close_30M^q_slope_close_5M^q_sma_low_7M_pdif,0.51363,0.54133,0.14352,0.5029,0.02992,0.66647
23,prpsl_low_300M^q_sma_high_15M_pdif^q_rh_high_30M^q_sma_high_10M_pdif^q_rl_high_10M^q_rl_close_30M^q_rh_low_5M,0.50578,0.53348,0.19059,0.48524,0.03925,0.64881
9,prpsh_high_180M^q_rh_low_30M^prpsh_high_20M^q_rh_close_30M^q_rh_high_10M^q_sma_low_10M_pdif^q_rl_low_30M,0.50555,0.53325,0.19182,0.48722,0.03964,0.65079
36,q_rh_low_30M^q_sma_close_30M_pdif^q_sma_close_20M_pdif^q_rh_low_10M^prpsh_high_120M^prpsl_low_240M^q_sma_volume_7M_pdif,0.51695,0.54465,0.1233,0.49287,0.02517,0.65644
19,prpsl_low_90M^q_slope_close_15M^q_sma_volume_7M_pdif^q_sma_high_10M_pdif^q_sma_low_7M_pdif^prpsh_high_10M^q_slope_close_5M,0.50929,0.53699,0.16914,0.50031,0.03541,0.66389
31,q_rh_high_20M^q_rh_low_10M^prpsh_high_30M^q_rh_high_10M^q_sma_high_15M_pdif^q_rl_low_10M^q_sma_close_20M_pdif,0.50929,0.53699,0.16914,0.49444,0.0351,0.65801
46,q_rl_low_30M^q_sma_high_20M_pdif^q_sma_close_20M_pdif^q_rl_high_30M^prpsh_high_120M^q_rh_close_20M^q_sma_high_10M_pdif,0.50507,0.53277,0.19444,0.4952,0.04071,0.65877
34,q_rh_low_10M^q_rh_low_30M^prpsh_high_120M^q_rh_high_10M^q_sma_close_20M_pdif^q_sma_close_15M_pdif^q_rh_high_30M,0.50285,0.53055,0.20772,0.47734,0.04249,0.64091
44,q_rl_low_10M^q_rl_low_30M^q_sma_volume_10M_pdif^prpsh_high_360M^q_sma_low_15M_pdif^q_rl_close_5M^q_sma_close_10M_pdif,0.5138,0.54149,0.14198,0.49799,0.02937,0.66157
24,prpsl_low_360M^q_sma_close_10M_pdif^prpsl_low_360M^q_rh_low_10M^q_sma_close_15M_pdif^q_rl_close_30M^q_rh_close_10M,0.50976,0.53746,0.16605,0.50076,0.03476,0.66434
30,q_rh_high_10M^q_sma_close_10M_pdif^q_rl_high_30M^prpsh_high_30M^q_sma_close_15M_pdif^q_sma_high_10M_pdif^q_rl_low_10M,0.51474,0.54244,0.13611,0.50125,0.02825,0.66482
26,q_rh_close_10M^q_sma_close_30M_pdif^prpsl_low_120M^q_sma_high_20M_pdif^q_sma_close_7M_pdif^q_slope_close_15M^q_rl_close_30M,0.50598,0.53368,0.18827,0.49128,0.03912,0.65486
13,prpsl_low_5M^q_sma_volume_7M_pdif^q_rh_low_30M^q_sma_low_15M_pdif^prpsl_low_15M^q_rh_high_5M^q_rh_close_30M,0.50593,0.53362,0.18858,0.48184,0.03862,0.64541
35,q_rh_low_20M^q_sma_volume_10M_pdif^prpsl_low_15M^q_rl_low_20M^q_slope_close_7M^q_sma_high_15M_pdif^q_sma_close_10M_pdif,0.51776,0.54545,0.11759,0.49498,0.02404,0.65855
39,q_rl_close_20M^q_rh_low_10M^q_sma_volume_10M_pdif^q_rh_high_20M^q_rl_close_10M^prpsl_low_90M^q_rl_close_20M,0.50706,0.53476,0.18164,0.48567,0.03734,0.64925
45,q_rl_low_20M^q_sma_close_20M_pdif^q_rh_high_10M^q_sma_high_15M_pdif^q_rh_high_20M^prpsl_low_240M^q_sma_close_10M_pdif,0.51151,0.53921,0.15494,0.4825,0.03144,0.64608
62,q_slope_close_5M^q_rl_low_20M^q_sma_low_15M_pdif^q_sma_high_20M_pdif^q_rl_close_20M^q_rh_low_10M^q_slope_close_7M,0.51518,0.54288,0.13287,0.48081,0.02671,0.64439
45,q_rl_low_20M^q_rl_high_10M^q_sma_close_20M_pdif^q_rl_low_20M^q_rh_high_30M^q_sma_volume_10M_pdif^q_slope_close_3M,0.51419,0.54189,0.13873,0.48621,0.02817,0.64979
27,q_rh_close_20M^q_sma_low_15M_pdif^q_rl_close_20M^prpsl_low_180M^q_sma_high_20M_pdif^q_rh_high_5M^q_rh_close_5M,0.50791,0.53561,0.17639,0.48966,0.03643,0.65323
34,q_rh_low_10M^prpsh_high_15M^q_rl_high_20M^prpsl_low_120M^q_rh_low_10M^q_sma_close_10M_pdif^q_rh_high_30M,0.50543,0.53313,0.1912,0.48789,0.03956,0.65146
12,prpsh_high_360M^q_slope_close_2M^q_rh_low_20M^q_sma_low_15M_pdif^q_sma_close_15M_pdif^q_rh_close_10M^q_rl_close_10M,0.50231,0.53001,0.20988,0.48023,0.04317,0.6438
37,q_rl_close_5M^q_sma_low_7M_pdif^q_sma_low_15M_pdif^prpsl_low_30M^q_rl_high_30M^q_rh_close_30M^q_sma_volume_10M_pdif,0.51181,0.53951,0.15278,0.48111,0.03091,0.64469
28,q_rh_close_30M^q_sma_high_15M_pdif^q_rh_low_10M^q_rh_close_20M^q_sma_high_10M_pdif^prpsh_high_120M^q_rh_high_30M,0.50509,0.53279,0.19306,0.48889,0.04003,0.65247
39,q_rl_close_20M^q_rl_low_10M^q_rh_close_10M^q_sma_close_20M_pdif^q_rl_close_30M^prpsh_high_360M^q_rh_low_5M,0.51037,0.53807,0.16142,0.48046,0.03272,0.64403
43,q_rl_high_30M^q_rl_high_10M^q_sma_low_7M_pdif^prpsh_high_20M^q_sma_volume_10M_pdif^q_rh_high_20M^q_sma_close_30M_pdif,0.51372,0.54142,0.1412,0.49855,0.02924,0.66213
46,q_rl_low_30M^q_rh_low_20M^q_rl_low_30M^q_sma_low_10M_pdif^q_rl_high_20M^prpsh_high_60M^q_sma_high_15M_pdif,0.5113,0.539,0.15571,0.4892,0.03193,0.65278
30,q_rh_high_10M^q_rh_close_20M^q_rh_low_5M^q_slope_close_7M^q_slope_close_3M^q_sma_volume_7M_pdif^q_sma_low_7M_pdif,0.51025,0.53795,0.16188,0.48566,0.03308,0.64923
25,q_rh_close_5M^q_sma_high_15M_pdif^q_rl_low_30M^q_sma_close_10M_pdif^prpsl_low_120M^q_rh_close_30M^prpsl_low_180M,0.51902,0.54672,0.10926,0.50747,0.02271,0.67104
3,prpsh_high_15M^q_rh_low_20M^prpsh_high_60M^q_rl_high_20M^prpsl_low_20M^q_rh_high_10M^q_sma_volume_10M_pdif,0.50381,0.53151,0.20046,0.48168,0.04121,0.64525
35,q_rh_low_20M^q_rl_high_30M^prpsh_high_180M^q_rl_low_20M^q_sma_close_15M_pdif^q_rl_high_10M^q_rl_low_10M,0.50892,0.53662,0.1696,0.48682,0.03481,0.65039
21,prpsl_low_180M^prpsl_low_360M^q_rh_high_5M^q_rh_low_5M^q_sma_volume_10M_pdif^q_sma_low_7M_pdif^q_sma_low_10M_pdif,0.51694,0.54464,0.12145,0.48556,0.02451,0.64913
22,prpsl_low_240M^q_rl_high_10M^q_sma_close_15M_pdif^q_rl_low_30M^q_rh_close_20M^q_rl_close_5M^q_rh_low_30M,0.50807,0.53577,0.17454,0.49014,0.03606,0.65372
60,q_slope_close_2M^q_sma_close_10M_pdif^q_rl_high_10M^q_rl_low_10M^q_rh_close_10M^q_slope_close_5M^q_slope_close_10M,0.51002,0.53772,0.16281,0.49443,0.03374,0.658
20,prpsl_low_120M^q_rh_low_20M^q_rl_close_10M^q_rh_close_30M^q_sma_volume_10M_pdif^q_sma_low_10M_pdif^q_rl_low_10M,0.50584,0.53354,0.18781,0.4743,0.03802,0.63788
24,prpsl_low_360M^q_rh_close_10M^q_sma_volume_10M_pdif^q_sma_high_15M_pdif^q_rl_low_30M^q_rh_low_10M^q_rh_high_5M,0.50793,0.53563,0.17515,0.49287,0.03635,0.65644
18,prpsl_low_60M^q_sma_low_7M_pdif^q_rl_low_30M^q_rh_low_20M^q_rl_high_20M^q_sma_volume_10M_pdif^q_sma_high_15M_pdif,0.51044,0.53814,0.16003,0.49289,0.03306,0.65646
28,q_rh_close_30M^q_slope_close_10M^q_rh_high_30M^q_sma_volume_7M_pdif^q_sma_close_15M_pdif^q_sma_close_7M_pdif^q_slope_close_7M,0.51138,0.53908,0.15432,0.49572,0.03196,0.6593
45,q_rl_low_20M^prpsh_high_180M^q_rl_close_10M^q_rh_high_20M^q_sma_low_7M_pdif^q_sma_close_20M_pdif^q_sma_low_15M_pdif,0.50924,0.53694,0.16713,0.4978,0.03486,0.66138
42,q_rl_high_20M^q_rl_close_30M^prpsh_high_240M^q_rh_high_5M^q_sma_close_7M_pdif^q_rh_low_5M^q_rl_high_30M,0.50529,0.53299,0.19074,0.48196,0.03912,0.64554
29,q_rh_high_5M^q_rl_low_20M^q_sma_low_10M_pdif^q_rl_high_20M^q_sma_close_30M_pdif^q_rh_high_10M^q_slope_close_2M,0.51617,0.54387,0.12531,0.49617,0.02574,0.65975
26,q_rh_close_10M^prpsh_high_120M^q_rh_close_30M^q_rh_close_20M^q_sma_low_10M_pdif^q_sma_close_10M_pdif^q_rl_high_30M,0.50274,0.53044,0.20571,0.47709,0.04207,0.64067
34,q_rh_low_10M^q_slope_close_10M^q_rl_low_10M^q_sma_volume_10M_pdif^q_rh_close_5M^prpsl_low_10M^q_sma_close_7M_pdif,0.51117,0.53887,0.15509,0.49541,0.03212,0.65898
30,q_rh_high_10M^q_rh_low_30M^q_rh_low_20M^q_rl_low_30M^q_sma_close_30M_pdif^q_rl_low_20M^prpsh_high_30M,0.50419,0.53189,0.19691,0.48628,0.04074,0.64985
45,q_rl_low_20M^q_rl_close_10M^q_rh_low_30M^q_sma_close_10M_pdif^q_rh_high_20M^q_rh_close_5M^prpsl_low_240M,0.50406,0.53176,0.19769,0.49064,0.04118,0.65421
25,q_rh_close_5M^q_rl_close_5M^q_sma_close_10M_pdif^prpsh_high_10M^q_rh_high_5M^prpsl_low_360M^q_rh_close_30M,0.50334,0.53103,0.20201,0.47699,0.04126,0.64057
39,q_rl_close_20M^q_sma_high_20M_pdif^q_rl_low_30M^q_sma_close_30M_pdif^prpsl_low_360M^q_rl_close_10M^q_sma_high_15M_pdif,0.51105,0.53875,0.15556,0.49115,0.03201,0.65473
32,q_rh_high_30M^q_sma_volume_7M_pdif^q_sma_high_20M_pdif^q_rh_low_10M^q_rl_close_5M^q_sma_low_15M_pdif^prpsl_low_240M,0.5134,0.5411,0.1412,0.4822,0.02854,0.64577
4,prpsh_high_20M^q_rh_low_30M^q_rh_high_5M^q_sma_volume_10M_pdif^prpsh_high_240M^q_sma_close_20M_pdif^q_rl_low_10M,0.50546,0.53316,0.18858,0.47997,0.03854,0.64354
62,q_slope_close_5M^q_rh_high_20M^q_rh_close_5M^q_slope_close_5M^q_slope_close_15M^q_rl_high_10M^q_slope_close_7M,0.5133,0.541,0.14151,0.49424,0.02914,0.65782
6,prpsh_high_60M^q_sma_close_10M_pdif^q_sma_low_7M_pdif^q_rl_high_20M^q_rh_high_20M^q_rl_low_30M^q_rh_high_30M,0.50537,0.53307,0.18904,0.49004,0.03925,0.65361
27,q_rh_close_20M^q_rl_close_20M^q_rh_high_30M^q_sma_high_10M_pdif^q_rh_close_20M^prpsh_high_20M^q_sma_volume_7M_pdif,0.51582,0.54352,0.12623,0.49689,0.02598,0.66047
26,q_rh_close_10M^q_rl_close_20M^q_sma_close_10M_pdif^prpsh_high_300M^q_sma_high_10M_pdif^q_rl_low_30M^q_rh_close_10M,0.51072,0.53842,0.15679,0.50044,0.03274,0.66402
43,q_rl_high_30M^q_rl_high_20M^q_rh_close_20M^q_sma_close_10M_pdif^q_rl_close_30M^q_sma_low_10M_pdif^prpsl_low_90M,0.50503,0.53273,0.1909,0.485,0.03936,0.64858
32,q_rh_high_30M^q_rh_low_5M^q_rh_close_5M^q_sma_volume_10M_pdif^prpsh_high_240M^q_rl_close_10M^q_rh_close_10M,0.50486,0.53256,0.19182,0.47781,0.03912,0.64139
34,q_rh_low_10M^q_rl_close_10M^prpsh_high_120M^q_rh_high_10M^q_sma_close_15M_pdif^q_rh_low_20M^q_sma_volume_10M_pdif,0.50467,0.53237,0.1929,0.49315,0.0403,0.65673
7,prpsh_high_90M^q_rl_high_30M^q_rh_low_10M^q_rh_low_30M^q_sma_close_10M_pdif^q_rl_close_30M^q_sma_high_15M_pdif,0.50461,0.53231,0.19321,0.46865,0.03886,0.63223
22,prpsl_low_240M^q_rh_low_20M^prpsh_high_15M^q_sma_high_20M_pdif^q_rl_high_30M^q_rh_high_30M^q_rl_low_10M,0.50268,0.53038,0.20478,0.48431,0.04236,0.64788
34,q_rh_low_10M^q_rl_high_20M^q_sma_volume_10M_pdif^q_rh_high_20M^prpsh_high_20M^q_sma_low_7M_pdif^q_sma_close_7M_pdif,0.51736,0.54506,0.11667,0.49901,0.02402,0.66258
38,q_rl_close_10M^q_sma_high_10M_pdif^q_rl_close_30M^q_rh_close_20M^q_sma_volume_7M_pdif^prpsh_high_10M^q_rl_close_20M,0.5082,0.5359,0.1716,0.4798,0.03489,0.64337
18,prpsl_low_60M^q_rl_low_20M^q_sma_volume_7M_pdif^q_rh_high_20M^prpsl_low_20M^q_sma_low_15M_pdif^q_rh_close_20M,0.50282,0.53052,0.20386,0.47819,0.04176,0.64177
20,prpsl_low_120M^q_sma_close_30M_pdif^q_rl_low_20M^prpsh_high_120M^q_rh_high_30M^q_sma_close_15M_pdif^q_rl_close_10M,0.50325,0.53094,0.20123,0.49278,0.04213,0.65635
13,prpsl_low_5M^q_rh_close_20M^prpsl_low_30M^q_rl_low_20M^q_sma_high_15M_pdif^prpsh_high_180M^q_slope_close_2M,0.50384,0.53154,0.19769,0.48373,0.04077,0.6473
3,prpsh_high_15M^q_rl_high_20M^q_rh_low_30M^q_sma_high_10M_pdif^q_sma_volume_10M_pdif^q_rh_high_20M^q_rh_low_20M,0.50378,0.53148,0.19799,0.48763,0.04108,0.6512
37,q_rl_close_5M^q_sma_close_15M_pdif^prpsl_low_300M^q_rl_high_10M^q_rh_high_30M^q_sma_volume_7M_pdif^q_rl_close_10M,0.50335,0.53105,0.20062,0.47981,0.04116,0.64338
12,prpsh_high_360M^q_sma_low_7M_pdif^prpsh_high_360M^q_rh_close_5M^q_rl_close_20M^prpsl_low_120M^q_sma_low_15M_pdif,0.51407,0.54177,0.13611,0.50289,0.02835,0.66646
17,prpsl_low_30M^q_sma_low_10M_pdif^q_rl_close_30M^q_rl_high_10M^q_sma_close_20M_pdif^q_sma_low_7M_pdif^q_rh_low_30M,0.51139,0.53909,0.15216,0.49908,0.03167,0.66266
31,q_rh_high_20M^q_sma_low_15M_pdif^q_rl_low_20M^prpsl_low_180M^q_rl_high_10M^q_rh_close_5M^q_rl_close_5M,0.50596,0.53366,0.18472,0.49893,0.03883,0.66251
46,q_rl_low_30M^q_rl_low_10M^q_rh_high_5M^q_rh_low_30M^q_rh_close_5M^q_sma_close_30M_pdif^prpsl_low_240M,0.50689,0.53459,0.17886,0.49187,0.03713,0.65544
18,prpsl_low_60M^q_rl_close_20M^q_sma_close_10M_pdif^q_sma_close_15M_pdif^q_rl_low_30M^q_rh_high_30M^q_sma_close_30M_pdif,0.50843,0.53613,0.16944,0.47412,0.03413,0.6377
42,q_rl_high_20M^prpsl_low_300M^q_rh_low_10M^q_rh_high_30M^q_sma_low_7M_pdif^q_rh_close_10M^q_rl_close_30M,0.50843,0.53613,0.16944,0.49658,0.03533,0.66016
42,q_rl_high_20M^q_sma_volume_7M_pdif^q_rh_low_10M^q_sma_volume_10M_pdif^prpsl_low_240M^q_sma_high_15M_pdif^q_rh_low_30M,0.50526,0.53296,0.18843,0.48461,0.03881,0.64819
41,q_rl_high_10M^q_rh_high_10M^q_rl_low_30M^q_sma_close_30M_pdif^q_rl_close_5M^q_sma_volume_10M_pdif^prpsl_low_240M,0.51318,0.54088,0.1409,0.49638,0.02911,0.65995
15,prpsl_low_15M^q_rl_low_20M^q_rh_close_30M^q_sma_low_10M_pdif^q_rh_high_10M^q_sma_volume_10M_pdif^q_rl_low_10M,0.50503,0.53273,0.18966,0.48792,0.03928,0.6515
6,prpsh_high_60M^q_rh_low_20M^q_rh_close_30M^q_rl_low_20M^q_rl_low_10M^q_sma_close_20M_pdif^q_rl_high_30M,0.50199,0.52969,0.20787,0.48841,0.04333,0.65199
32,q_rh_high_30M^q_rh_low_20M^q_sma_high_10M_pdif^q_rh_close_5M^q_rh_high_5M^q_rl_close_20M^prpsl_low_240M,0.50896,0.53666,0.16605,0.49278,0.03439,0.65636
34,q_rh_low_10M^q_sma_low_10M_pdif^prpsh_high_300M^q_rl_high_10M^prpsh_high_15M^q_sma_volume_10M_pdif^q_rh_high_30M,0.50213,0.52983,0.20694,0.47807,0.04244,0.64164
21,prpsl_low_180M^q_rh_close_30M^q_rl_close_30M^prpsh_high_180M^q_rl_close_5M^q_rh_low_10M^q_rl_close_10M,0.5123,0.54,0.14583,0.48785,0.02979,0.65143
4,prpsh_high_20M^q_slope_close_15M^q_rl_low_20M^q_sma_low_15M_pdif^q_rh_high_5M^q_sma_close_15M_pdif^q_sma_close_10M_pdif,0.5045,0.5322,0.19259,0.49911,0.04061,0.66269
37,q_rl_close_5M^prpsl_low_240M^q_rh_high_5M^prpsl_low_15M^q_rl_high_30M^q_sma_close_10M_pdif^q_rh_close_5M,0.50251,0.53021,0.20448,0.48869,0.0426,0.65226
44,q_rl_low_10M^q_rl_high_10M^q_rh_high_5M^q_sma_close_15M_pdif^q_rh_close_20M^prpsh_high_20M^q_rl_close_5M,0.50621,0.53391,0.18225,0.48923,0.03773,0.6528
36,q_rh_low_30M^q_sma_low_15M_pdif^q_sma_close_20M_pdif^q_slope_close_2M^q_rl_close_30M^q_slope_close_5M^q_rh_high_10M,0.50303,0.53073,0.20123,0.4978,0.04246,0.66138
36,q_rh_low_30M^q_sma_low_10M_pdif^q_rh_close_10M^q_rl_low_10M^q_sma_high_10M_pdif^prpsl_low_15M^q_slope_close_2M,0.50323,0.53093,0.2,0.48124,0.04113,0.64482
29,q_rh_high_5M^q_rl_low_10M^prpsh_high_300M^q_rh_close_20M^q_sma_close_30M_pdif^q_rh_close_30M^q_rh_close_5M,0.5087,0.5364,0.16713,0.4813,0.03402,0.64487
17,prpsl_low_30M^q_sma_close_10M_pdif^q_rl_high_10M^q_rl_high_20M^q_rl_low_30M^q_sma_volume_7M_pdif^prpsl_low_30M,0.51089,0.53859,0.15401,0.49751,0.03201,0.66109
32,q_rh_high_30M^q_sma_low_15M_pdif^q_rl_low_10M^q_rl_low_20M^q_slope_close_7M^q_slope_close_15M^q_slope_close_5M,0.51329,0.54099,0.13951,0.49232,0.02864,0.65589
38,q_rl_close_10M^prpsl_low_10M^q_rh_close_10M^prpsh_high_10M^q_sma_close_15M_pdif^q_rh_high_30M^q_slope_close_15M,0.50581,0.53351,0.18426,0.49862,0.03873,0.6622
40,q_rl_close_30M^prpsh_high_240M^q_rh_high_20M^prpsh_high_300M^q_sma_close_10M_pdif^q_rh_close_10M^q_rh_low_30M,0.5069,0.5346,0.17762,0.50108,0.0374,0.66465
32,q_rh_high_30M^q_slope_close_2M^prpsl_low_15M^q_sma_volume_10M_pdif^q_sma_close_20M_pdif^q_rl_low_10M^q_sma_low_15M_pdif,0.50555,0.53324,0.18565,0.48625,0.03831,0.64982
46,q_rl_low_30M^prpsh_high_90M^q_rh_close_10M^prpsl_low_180M^q_rh_close_20M^q_sma_volume_7M_pdif^q_sma_close_15M_pdif,0.50555,0.53324,0.18565,0.4827,0.0381,0.64628
27,q_rh_close_20M^prpsl_low_90M^q_sma_close_20M_pdif^q_sma_low_15M_pdif^q_rl_high_20M^q_rl_low_30M^q_rh_close_5M,0.50502,0.53272,0.18843,0.48259,0.0387,0.64616
32,q_rh_high_30M^prpsh_high_90M^q_sma_low_15M_pdif^prpsl_low_360M^q_sma_low_10M_pdif^q_sma_close_30M_pdif^q_rh_low_30M,0.51472,0.54242,0.13025,0.49067,0.0266,0.65424
20,prpsl_low_120M^q_rh_high_10M^q_sma_close_15M_pdif^q_rl_high_10M^q_rh_low_30M^prpsh_high_300M^q_sma_low_15M_pdif,0.51185,0.53955,0.14738,0.49518,0.03047,0.65876
28,q_rh_close_30M^q_rh_low_30M^q_sma_close_15M_pdif^q_rl_close_10M^q_sma_volume_7M_pdif^prpsh_high_15M^q_rh_close_30M,0.51336,0.54106,0.13827,0.4892,0.02825,0.65278
41,q_rl_high_10M^q_rl_close_30M^q_rl_close_5M^q_rl_low_20M^q_rl_close_20M^prpsh_high_300M^q_rh_high_10M,0.51222,0.53992,0.14506,0.49007,0.02974,0.65365
43,q_rl_high_30M^q_rl_low_30M^q_sma_volume_10M_pdif^q_rl_low_10M^q_sma_close_15M_pdif^q_sma_close_10M_pdif^q_slope_close_3M,0.51497,0.54267,0.12855,0.49571,0.02645,0.65928
41,q_rl_high_10M^prpsh_high_360M^prpsh_high_120M^q_rh_low_10M^q_sma_high_10M_pdif^q_sma_volume_10M_pdif^q_rl_low_10M,0.51612,0.54382,0.1216,0.50447,0.0253,0.66805
25,q_rh_close_5M^prpsh_high_300M^q_rl_high_30M^q_sma_close_10M_pdif^q_rl_low_30M^q_sma_volume_7M_pdif^q_sma_close_15M_pdif,0.50621,0.53391,0.18102,0.48276,0.03711,0.64634
20,prpsl_low_120M^q_rh_high_10M^q_sma_close_20M_pdif^q_rl_low_20M^prpsl_low_300M^q_rl_high_10M^q_rh_low_30M,0.50235,0.53005,0.20417,0.48546,0.04233,0.64904
45,q_rl_low_20M^prpsl_low_240M^q_sma_close_10M_pdif^q_sma_close_7M_pdif^q_rl_close_5M^q_sma_low_7M_pdif^prpsh_high_240M,0.51523,0.54293,0.12685,0.4824,0.02556,0.64597
10,prpsh_high_240M^q_sma_volume_7M_pdif^q_rl_high_10M^q_rl_low_20M^q_sma_close_10M_pdif^prpsl_low_240M^q_sma_close_7M_pdif,0.51691,0.5446,0.11682,0.49398,0.02388,0.65755
41,q_rl_high_10M^q_sma_volume_7M_pdif^q_rh_low_10M^q_rl_high_30M^prpsh_high_60M^q_rh_close_30M^q_sma_close_10M_pdif,0.50721,0.53491,0.175,0.48124,0.03572,0.64481
39,q_rl_close_20M^q_rh_low_5M^prpsl_low_20M^q_sma_close_20M_pdif^q_rh_close_10M^q_rh_high_30M^q_sma_high_20M_pdif,0.5043,0.532,0.19244,0.46868,0.03873,0.63225
34,q_rh_low_10M^q_rh_close_30M^q_rh_low_5M^prpsl_low_240M^q_sma_volume_7M_pdif^q_rh_high_30M^q_sma_high_15M_pdif,0.50264,0.53034,0.20231,0.47316,0.04113,0.63673
28,q_rh_close_30M^prpsl_low_240M^q_rh_low_30M^q_sma_close_30M_pdif^q_sma_low_10M_pdif^q_rh_low_5M^q_rl_high_10M,0.50392,0.53162,0.1946,0.4747,0.03956,0.63828
17,prpsl_low_30M^q_slope_close_7M^q_sma_close_15M_pdif^q_sma_high_15M_pdif^q_rl_high_10M^q_rl_high_20M^q_sma_low_15M_pdif,0.50281,0.53051,0.20123,0.48573,0.04171,0.64931
26,q_rh_close_10M^q_rh_close_30M^q_slope_close_3M^q_rl_close_30M^q_slope_close_2M^q_slope_close_5M^q_rh_low_5M,0.50284,0.53054,0.20108,0.48138,0.04139,0.64495
42,q_rl_high_20M^q_sma_close_7M_pdif^q_rh_close_5M^q_rh_close_10M^prpsh_high_20M^q_rh_high_20M^q_rh_low_10M,0.50366,0.53135,0.19614,0.48609,0.04061,0.64967
2,prpsh_high_10M^q_rl_low_10M^prpsl_low_120M^q_rl_low_20M^q_sma_volume_10M_pdif^q_rl_low_30M^q_sma_close_30M_pdif,0.50587,0.53357,0.18272,0.47816,0.03721,0.64173
29,q_rh_high_5M^q_rl_low_10M^q_sma_volume_7M_pdif^prpsh_high_20M^q_rl_high_20M^q_rh_high_20M^q_sma_high_15M_pdif,0.50581,0.53351,0.18302,0.48825,0.03787,0.65182
19,prpsl_low_90M^q_rl_high_20M^q_rh_high_30M^q_sma_volume_10M_pdif^q_sma_low_7M_pdif^q_sma_close_30M_pdif^q_slope_close_10M,0.51072,0.53842,0.15355,0.50309,0.03219,0.66667
12,prpsh_high_360M^q_rl_high_30M^q_sma_volume_10M_pdif^q_rh_low_30M^q_sma_low_15M_pdif^q_sma_close_10M_pdif^q_rl_close_5M,0.50776,0.53546,0.1713,0.50357,0.03614,0.66715
26,q_rh_close_10M^q_rl_low_10M^q_sma_close_10M_pdif^q_rh_high_10M^q_rl_low_30M^q_sma_high_15M_pdif^prpsh_high_360M,0.51475,0.54245,0.12917,0.48386,0.02611,0.64744
23,prpsl_low_300M^q_rh_high_30M^q_rh_low_30M^prpsl_low_60M^q_rl_low_30M^prpsl_low_120M^q_rl_high_20M,0.50837,0.53607,0.16744,0.49107,0.03463,0.65464
26,q_rh_close_10M^q_rh_low_20M^q_slope_close_10M^q_slope_close_5M^q_sma_volume_10M_pdif^q_sma_close_15M_pdif^q_slope_close_7M,0.51232,0.54002,0.14367,0.48782,0.02935,0.65139
22,prpsl_low_240M^q_rh_close_20M^q_sma_high_20M_pdif^q_rl_low_10M^q_sma_close_15M_pdif^prpsl_low_120M^q_sma_low_7M_pdif,0.5156,0.5433,0.12392,0.49678,0.02551,0.66035
19,prpsl_low_90M^q_sma_close_15M_pdif^q_rh_low_5M^q_rh_close_10M^q_rl_low_10M^q_slope_close_15M^q_sma_high_10M_pdif,0.51405,0.54175,0.13318,0.49932,0.0276,0.6629
37,q_rl_close_5M^q_rl_low_20M^q_rh_high_10M^q_slope_close_5M^q_rh_close_30M^q_slope_close_3M^q_slope_close_7M,0.51097,0.53867,0.15154,0.49468,0.03136,0.65826
7,prpsh_high_90M^q_sma_low_7M_pdif^q_rl_high_20M^q_rh_high_30M^prpsh_high_30M^q_sma_low_10M_pdif^q_rh_close_30M,0.50148,0.52918,0.20849,0.48233,0.04309,0.64591
20,prpsl_low_120M^q_sma_close_7M_pdif^q_rh_close_10M^q_rl_close_30M^q_sma_close_30M_pdif^prpsh_high_300M^q_rl_low_20M,0.50499,0.53269,0.18735,0.48232,0.03847,0.6459
29,q_rh_high_5M^q_rl_close_5M^q_rh_high_10M^q_sma_low_7M_pdif^q_rh_low_30M^prpsh_high_300M^q_rh_close_5M,0.50625,0.53394,0.17963,0.47266,0.03625,0.63624
