fld_num,fld_names,lift,precision,recall,tot_lift,tot_recall,tot_prec
26,q_rh_close_10M^q_sma_low_15M_pdif^q_rh_low_10M^q_slope_close_5M^q_rh_high_20M^q_rl_close_30M^q_slope_close_3M,0.48894,0.51664,0.21327,0.47269,0.04448,0.63626
60,q_slope_close_2M^q_sma_close_7M_pdif^q_rl_high_20M^q_sma_close_20M_pdif^q_sma_close_10M_pdif^q_rl_close_20M^prpsl_low_180M,0.49562,0.52332,0.17315,0.47915,0.03601,0.64272
65,q_slope_close_15M^q_rl_low_10M^q_rl_close_20M^q_slope_close_5M^q_rh_close_10M^q_rl_high_10M^prpsl_low_240M,0.49441,0.52211,0.1804,0.47332,0.03726,0.63689
6,prpsh_high_60M^q_slope_close_5M^q_rh_low_30M^q_slope_close_7M^q_rl_high_10M^q_slope_close_2M^q_sma_high_10M_pdif,0.49217,0.51987,0.19383,0.47053,0.04003,0.63411
14,prpsl_low_10M^q_slope_close_15M^q_rh_close_10M^q_sma_high_10M_pdif^q_slope_close_3M^q_rh_low_30M^q_rh_low_5M,0.49443,0.52213,0.18025,0.46942,0.037,0.63299
3,prpsh_high_15M^q_sma_volume_10M_pdif^q_rh_close_20M^q_rh_close_30M^q_rl_low_30M^q_slope_close_5M^q_rh_high_20M,0.49016,0.51786,0.20586,0.46259,0.04215,0.62616
7,prpsh_high_90M^q_rl_high_30M^q_sma_close_7M_pdif^q_rh_close_10M^q_sma_volume_7M_pdif^q_slope_close_7M^q_rh_close_30M,0.49062,0.51831,0.20309,0.46541,0.04173,0.62899
14,prpsl_low_10M^q_rh_low_20M^prpsh_high_10M^q_rh_low_30M^prpsl_low_10M^q_sma_close_20M_pdif^q_rl_high_10M,0.48974,0.51744,0.20833,0.4792,0.04382,0.64278
6,prpsh_high_60M^q_slope_close_2M^q_rh_low_30M^q_sma_low_7M_pdif^q_rl_high_10M^q_sma_close_15M_pdif^q_rh_low_10M,0.49162,0.51932,0.19707,0.46636,0.04048,0.62993
2,prpsh_high_10M^q_rh_close_20M^q_rh_high_10M^q_rl_high_20M^q_sma_low_15M_pdif^prpsl_low_180M^q_rh_close_5M,0.49447,0.52217,0.17994,0.47816,0.03745,0.64174
41,q_rl_high_10M^q_rh_close_30M^q_rl_close_20M^prpsl_low_60M^q_rl_low_20M^q_sma_volume_10M_pdif^q_rh_high_30M,0.501,0.5287,0.14074,0.48628,0.02929,0.64986
11,prpsh_high_300M^q_rl_low_30M^prpsh_high_60M^q_slope_close_10M^q_rl_close_30M^q_sma_volume_7M_pdif^q_sma_close_20M_pdif,0.49163,0.51933,0.19691,0.46646,0.04045,0.63004
6,prpsh_high_60M^q_rh_low_20M^q_sma_volume_10M_pdif^q_slope_close_5M^q_rh_low_30M^q_sma_close_7M_pdif^q_slope_close_3M,0.49166,0.51936,0.1966,0.47238,0.04077,0.63596
23,prpsl_low_300M^q_sma_high_15M_pdif^prpsl_low_30M^q_sma_close_20M_pdif^q_sma_volume_7M_pdif^q_sma_volume_10M_pdif^q_rl_low_20M,0.50086,0.52856,0.14136,0.48039,0.02916,0.64397
8,prpsh_high_120M^q_rh_low_10M^prpsl_low_90M^q_sma_high_20M_pdif^q_rh_high_30M^prpsh_high_90M^q_rl_close_5M,0.49459,0.52229,0.17901,0.47398,0.037,0.63755
11,prpsh_high_300M^q_rl_high_20M^q_sma_low_7M_pdif^prpsl_low_10M^q_rl_high_30M^prpsh_high_300M^q_rl_close_20M,0.49461,0.52231,0.17886,0.45562,0.03591,0.6192
29,q_rh_high_5M^prpsl_low_90M^q_sma_high_10M_pdif^q_sma_close_7M_pdif^q_rh_close_5M^prpsh_high_180M^q_rh_close_20M,0.50178,0.52948,0.1358,0.48324,0.02809,0.64681
62,q_slope_close_5M^prpsl_low_30M^q_rl_high_20M^prpsl_low_15M^q_sma_close_20M_pdif^q_sma_low_10M_pdif^q_rh_low_10M,0.48938,0.51708,0.21019,0.4674,0.04343,0.63098
20,prpsl_low_120M^prpsl_low_90M^q_sma_close_15M_pdif^q_sma_close_20M_pdif^q_sma_volume_7M_pdif^q_rl_low_10M^q_rl_low_20M,0.50484,0.53254,0.11744,0.46833,0.0236,0.63191
19,prpsl_low_90M^q_sma_high_15M_pdif^q_sma_close_7M_pdif^q_rh_low_10M^prpsh_high_15M^q_rh_close_10M^q_rl_close_20M,0.5053,0.533,0.11466,0.48205,0.02352,0.64562
36,q_rh_low_30M^q_rh_low_10M^q_rl_close_10M^prpsl_low_120M^q_sma_close_10M_pdif^q_sma_close_15M_pdif^q_slope_close_5M,0.4937,0.5214,0.18426,0.48359,0.03873,0.64716
16,prpsl_low_20M^q_rh_close_30M^q_rl_high_20M^q_rl_low_10M^prpsl_low_5M^q_sma_close_20M_pdif^q_rh_close_20M,0.49171,0.51941,0.19614,0.4719,0.04064,0.63547
65,q_slope_close_15M^q_slope_close_10M^q_rh_low_10M^q_rh_low_30M^prpsl_low_15M^q_sma_volume_7M_pdif^q_sma_high_15M_pdif,0.49471,0.52241,0.17809,0.47834,0.03706,0.64192
40,q_rl_close_30M^prpsl_low_30M^q_sma_close_10M_pdif^q_sma_volume_10M_pdif^prpsl_low_300M^q_rh_low_20M^q_sma_close_7M_pdif,0.5007,0.5284,0.14213,0.48531,0.02956,0.64888
7,prpsh_high_90M^q_rh_close_5M^prpsl_low_360M^q_rl_high_10M^q_rl_close_10M^q_sma_low_10M_pdif^q_rl_low_10M,0.49622,0.52392,0.16898,0.47853,0.03507,0.64211
16,prpsl_low_20M^q_sma_high_10M_pdif^q_slope_close_7M^q_rh_close_10M^q_sma_low_15M_pdif^q_rl_low_20M^q_rh_high_30M,0.49026,0.51795,0.20478,0.46991,0.04241,0.63349
30,q_rh_high_10M^prpsl_low_15M^q_sma_low_10M_pdif^q_rl_high_20M^q_slope_close_7M^prpsh_high_15M^q_rl_high_10M,0.49377,0.52147,0.18364,0.47665,0.03818,0.64023
29,q_rh_high_5M^prpsl_low_240M^q_sma_low_10M_pdif^q_rh_close_10M^prpsh_high_180M^q_sma_high_20M_pdif^q_rl_close_20M,0.49907,0.52677,0.15185,0.48471,0.03165,0.64829
61,q_slope_close_3M^q_sma_close_20M_pdif^q_rl_high_30M^q_rh_close_5M^prpsh_high_120M^q_sma_close_30M_pdif^q_sma_close_10M_pdif,0.49639,0.52408,0.1679,0.47612,0.0347,0.63969
10,prpsh_high_240M^q_slope_close_5M^q_rl_low_10M^q_sma_low_15M_pdif^q_sma_high_20M_pdif^q_rl_high_10M^q_sma_close_10M_pdif,0.49639,0.52408,0.1679,0.47515,0.03465,0.63873
62,q_slope_close_5M^q_rl_high_10M^q_sma_low_15M_pdif^q_rh_high_30M^q_sma_low_10M_pdif^q_rh_low_20M^prpsh_high_30M,0.49237,0.52007,0.19198,0.47104,0.03967,0.63462
33,q_rh_low_5M^q_rl_close_20M^prpsl_low_10M^q_sma_low_15M_pdif^q_rl_close_5M^prpsl_low_30M^q_slope_close_10M,0.49481,0.52251,0.17731,0.48445,0.03724,0.64802
15,prpsl_low_15M^q_rl_high_30M^q_rl_low_10M^q_rh_low_20M^prpsl_low_180M^q_sma_low_10M_pdif^q_rh_high_10M,0.49648,0.52418,0.16728,0.48343,0.03496,0.647
17,prpsl_low_30M^q_rh_low_5M^prpsh_high_20M^q_rh_low_20M^q_sma_high_20M_pdif^prpsh_high_60M^q_rl_high_10M,0.50051,0.52821,0.14306,0.46719,0.02893,0.63077
29,q_rh_high_5M^prpsh_high_120M^q_rh_low_30M^q_rh_low_10M^prpsh_high_10M^q_rh_low_5M^q_rh_high_10M,0.49662,0.52432,0.16636,0.46483,0.03376,0.6284
27,q_rh_close_20M^q_sma_low_10M_pdif^q_sma_low_7M_pdif^prpsh_high_180M^q_sma_volume_10M_pdif^prpsl_low_180M^q_rl_high_10M,0.50143,0.52913,0.13735,0.48446,0.02848,0.64804
3,prpsh_high_15M^q_sma_high_10M_pdif^q_rl_close_20M^prpsl_low_180M^q_sma_close_15M_pdif^q_rl_low_20M^q_rl_high_10M,0.4984,0.5261,0.15556,0.48517,0.03248,0.64875
23,prpsl_low_300M^q_sma_low_7M_pdif^q_sma_high_20M_pdif^q_rh_high_10M^q_sma_volume_10M_pdif^q_rl_low_30M^prpsl_low_90M,0.50461,0.53231,0.11821,0.48132,0.02425,0.64489
18,prpsl_low_60M^q_sma_close_7M_pdif^q_rh_close_20M^q_slope_close_10M^q_rh_low_20M^q_rh_high_10M^q_sma_close_30M_pdif,0.49314,0.52084,0.18704,0.47373,0.03875,0.6373
25,q_rh_close_5M^q_sma_close_10M_pdif^q_rh_low_20M^q_slope_close_10M^q_sma_close_20M_pdif^prpsl_low_15M^q_rh_high_20M,0.49314,0.52084,0.18704,0.47201,0.03865,0.63558
22,prpsl_low_240M^prpsl_low_240M^q_sma_close_7M_pdif^q_sma_close_30M_pdif^q_rh_close_10M^q_slope_close_15M^q_rl_high_30M,0.50031,0.52801,0.14398,0.49687,0.0305,0.66044
10,prpsh_high_240M^q_rh_close_10M^q_sma_close_30M_pdif^q_rl_high_30M^q_sma_low_10M_pdif^prpsl_low_15M^q_rh_high_10M,0.4973,0.525,0.16204,0.47792,0.03353,0.6415
42,q_rl_high_20M^q_sma_close_15M_pdif^q_rl_high_30M^q_rl_low_10M^prpsl_low_360M^q_slope_close_7M^q_sma_volume_10M_pdif,0.49187,0.51957,0.1946,0.45653,0.03933,0.62011
61,q_slope_close_3M^q_sma_close_7M_pdif^q_slope_close_10M^q_rh_close_30M^q_rh_close_10M^q_sma_volume_10M_pdif^prpsl_low_15M,0.49745,0.52515,0.16111,0.47475,0.03316,0.63833
3,prpsh_high_15M^q_sma_high_15M_pdif^q_sma_volume_7M_pdif^q_rh_close_10M^q_slope_close_5M^q_rh_low_10M^q_sma_high_10M_pdif,0.49778,0.52548,0.1591,0.49086,0.03355,0.65443
37,q_rl_close_5M^q_sma_volume_7M_pdif^q_rh_low_5M^q_sma_high_15M_pdif^q_sma_high_20M_pdif^prpsh_high_180M^prpsl_low_240M,0.50133,0.52903,0.13781,0.47801,0.0283,0.64159
17,prpsl_low_30M^q_rh_low_5M^q_rl_close_20M^prpsl_low_30M^q_rh_high_30M^prpsl_low_240M^q_rl_high_10M,0.4951,0.5228,0.17515,0.47622,0.0363,0.6398
25,q_rh_close_5M^prpsl_low_300M^q_rh_low_10M^q_rl_low_30M^prpsl_low_5M^q_sma_close_15M_pdif^q_rl_high_30M,0.49402,0.52172,0.18164,0.47029,0.03737,0.63387
39,q_rl_close_20M^prpsh_high_10M^q_rh_low_10M^q_rl_close_5M^q_sma_low_15M_pdif^prpsl_low_300M^q_rh_low_5M,0.4919,0.5196,0.19429,0.46911,0.04006,0.63269
6,prpsh_high_60M^q_sma_high_20M_pdif^q_rh_high_5M^prpsh_high_180M^prpsh_high_90M^q_rl_close_5M^q_rh_close_5M,0.50345,0.53115,0.125,0.47511,0.02545,0.63869
20,prpsl_low_120M^q_rl_close_10M^q_rh_low_20M^q_sma_close_10M_pdif^q_sma_high_20M_pdif^q_slope_close_15M^q_sma_close_15M_pdif,0.50211,0.52981,0.13302,0.48301,0.02749,0.64659
33,q_rh_low_5M^q_rl_low_30M^q_sma_high_15M_pdif^prpsh_high_30M^q_rh_low_20M^q_rl_high_10M^q_rl_close_20M,0.49323,0.52093,0.18627,0.46223,0.03789,0.62581
15,prpsl_low_15M^q_rh_high_20M^q_sma_low_7M_pdif^q_rh_close_30M^q_rh_close_5M^prpsh_high_120M^q_rl_high_30M,0.49086,0.51856,0.20046,0.47076,0.04152,0.63433
27,q_rh_close_20M^q_sma_high_20M_pdif^q_slope_close_3M^q_slope_close_10M^q_rl_close_10M^q_sma_close_10M_pdif^prpsh_high_180M,0.49521,0.52291,0.17438,0.47687,0.03617,0.64044
44,q_rl_low_10M^prpsl_low_20M^q_sma_high_20M_pdif^q_sma_volume_7M_pdif^q_sma_volume_10M_pdif^q_rh_low_30M^prpsh_high_180M,0.50207,0.52977,0.13318,0.47669,0.02726,0.64027
9,prpsh_high_180M^q_rh_high_30M^q_rh_high_20M^prpsl_low_300M^q_rh_low_30M^q_sma_close_20M_pdif^q_slope_close_3M,0.49194,0.51964,0.19398,0.46561,0.03977,0.62919
24,prpsl_low_360M^q_rh_high_10M^q_sma_high_20M_pdif^q_rl_low_20M^q_slope_close_2M^q_rl_high_30M^q_sma_volume_7M_pdif,0.49088,0.51858,0.20031,0.46527,0.04113,0.62885
5,prpsh_high_30M^q_sma_high_10M_pdif^q_slope_close_15M^q_rl_low_10M^q_slope_close_2M^q_sma_high_15M_pdif^q_rh_low_5M,0.49412,0.52182,0.18086,0.48157,0.03787,0.64515
41,q_rl_high_10M^q_rl_high_10M^q_rh_close_20M^q_slope_close_5M^prpsl_low_15M^q_rl_high_30M^q_sma_close_7M_pdif,0.49139,0.51909,0.19722,0.46924,0.04071,0.63282
34,q_rh_low_10M^prpsh_high_60M^q_sma_high_15M_pdif^q_rl_low_30M^q_rh_low_10M^q_sma_close_20M_pdif^prpsl_low_240M,0.50276,0.53046,0.12901,0.47475,0.02629,0.63832
26,q_rh_close_10M^q_rh_close_10M^prpsh_high_90M^q_sma_high_20M_pdif^prpsl_low_90M^q_rh_low_5M^q_rl_close_10M,0.49997,0.52767,0.14568,0.48707,0.03042,0.65064
16,prpsl_low_20M^q_rh_close_10M^q_sma_low_10M_pdif^prpsl_low_300M^q_rl_close_5M^q_rl_close_10M^q_rh_close_5M,0.50393,0.53163,0.12191,0.47909,0.02496,0.64266
15,prpsl_low_15M^q_rl_high_20M^q_rh_close_30M^q_rh_close_20M^q_rl_high_30M^q_slope_close_10M^q_rh_high_20M,0.49091,0.51861,0.2,0.47148,0.04147,0.63505
41,q_rl_high_10M^q_sma_high_10M_pdif^q_rl_high_20M^prpsh_high_60M^q_rl_low_10M^prpsl_low_5M^q_rh_low_30M,0.49091,0.51861,0.2,0.47068,0.04142,0.63425
37,q_rl_close_5M^q_sma_low_10M_pdif^prpsl_low_300M^q_rl_low_20M^q_sma_close_10M_pdif^q_slope_close_7M^q_rh_high_5M,0.49261,0.5203,0.18981,0.46629,0.03891,0.62986
32,q_rh_high_30M^prpsl_low_180M^q_sma_low_7M_pdif^q_rl_low_10M^q_slope_close_15M^q_sma_close_20M_pdif^q_sma_volume_10M_pdif,0.49991,0.52761,0.14599,0.47781,0.03005,0.64138
27,q_rh_close_20M^q_rl_high_30M^prpsl_low_10M^q_rl_close_20M^q_rh_high_10M^q_rh_close_20M^q_rl_close_5M,0.49205,0.51975,0.1929,0.46761,0.03967,0.63119
24,prpsl_low_360M^prpsl_low_20M^q_sma_high_10M_pdif^q_sma_close_7M_pdif^q_sma_high_15M_pdif^q_rh_low_20M^q_sma_low_10M_pdif,0.49963,0.52733,0.14738,0.47585,0.03026,0.63943
28,q_rh_close_30M^prpsh_high_240M^q_rl_close_5M^q_rh_close_30M^q_rl_low_20M^prpsl_low_15M^q_slope_close_3M,0.49343,0.52113,0.18457,0.47738,0.03844,0.64096
60,q_slope_close_2M^q_rl_close_10M^q_slope_close_5M^q_sma_close_20M_pdif^q_sma_high_20M_pdif^q_rh_low_5M^prpsl_low_300M,0.49562,0.52332,0.17145,0.47656,0.03551,0.64013
21,prpsl_low_180M^q_rl_high_10M^q_rh_low_10M^q_rl_low_20M^q_slope_close_3M^q_rh_low_30M^q_rl_low_30M,0.49435,0.52205,0.17901,0.46829,0.03669,0.63186
19,prpsl_low_90M^q_rh_close_20M^prpsh_high_120M^q_slope_close_7M^q_sma_close_15M_pdif^q_sma_high_15M_pdif^q_rl_close_20M,0.49566,0.52336,0.17114,0.48815,0.03609,0.65172
30,q_rh_high_10M^q_rl_high_30M^q_rh_high_30M^q_sma_close_7M_pdif^prpsl_low_5M^q_rh_close_20M^q_rh_close_30M,0.49575,0.52345,0.17052,0.48635,0.03585,0.64993
33,q_rh_low_5M^q_rl_close_20M^q_sma_low_7M_pdif^prpsh_high_180M^q_rh_high_5M^q_rl_high_10M^q_rl_close_5M,0.49579,0.52349,0.17022,0.47477,0.03515,0.63835
20,prpsl_low_120M^prpsl_low_120M^q_rl_close_5M^q_sma_close_7M_pdif^q_sma_volume_7M_pdif^q_slope_close_5M^q_rh_close_10M,0.49939,0.52709,0.14861,0.49871,0.03162,0.66229
11,prpsh_high_300M^q_rh_close_5M^q_rl_high_20M^q_sma_close_10M_pdif^prpsl_low_20M^q_rl_close_30M^q_sma_close_20M_pdif,0.49353,0.52123,0.1838,0.4675,0.03768,0.63107
1,prpsh_high_5M^q_rl_close_10M^q_rh_high_30M^q_slope_close_2M^q_sma_low_7M_pdif^q_slope_close_10M^q_rh_high_20M,0.49009,0.51779,0.20432,0.46255,0.04184,0.62612
20,prpsl_low_120M^q_rl_low_30M^prpsl_low_30M^q_rh_low_10M^q_rh_close_20M^prpsh_high_90M^q_rl_low_20M,0.49104,0.51874,0.19861,0.47488,0.04139,0.63845
37,q_rl_close_5M^q_sma_high_20M_pdif^q_rl_low_20M^prpsl_low_180M^q_slope_close_7M^prpsl_low_15M^q_rh_close_30M,0.49158,0.51928,0.19537,0.47342,0.04058,0.637
34,q_rh_low_10M^q_rh_low_5M^q_rl_high_10M^q_rl_high_20M^q_sma_close_10M_pdif^prpsh_high_300M^q_slope_close_7M,0.49283,0.52053,0.18781,0.46474,0.03839,0.62831
8,prpsh_high_120M^q_rh_close_5M^prpsh_high_90M^q_rl_close_10M^q_rh_low_20M^prpsh_high_30M^q_slope_close_2M,0.49222,0.51992,0.19136,0.48045,0.04014,0.64403
14,prpsl_low_10M^q_rh_close_20M^q_slope_close_3M^q_rl_low_10M^q_sma_close_30M_pdif^q_rh_high_10M^q_rl_high_30M,0.48972,0.51741,0.20633,0.47458,0.04309,0.63816
39,q_rl_close_20M^q_slope_close_5M^q_rl_high_20M^q_sma_high_10M_pdif^q_sma_close_30M_pdif^prpsh_high_10M^q_sma_close_20M_pdif,0.49368,0.52138,0.18256,0.47151,0.03766,0.63508
28,q_rh_close_30M^prpsl_low_180M^q_rh_low_20M^q_rl_close_5M^prpsh_high_30M^q_sma_low_7M_pdif^q_rh_close_10M,0.49061,0.51831,0.20093,0.46421,0.04121,0.62779
15,prpsl_low_15M^q_sma_close_10M_pdif^q_rl_high_10M^prpsl_low_20M^q_slope_close_3M^q_sma_low_10M_pdif^q_rh_high_10M,0.49632,0.52402,0.16667,0.48417,0.03489,0.64774
13,prpsl_low_5M^q_sma_low_10M_pdif^q_rh_high_20M^q_sma_low_15M_pdif^q_rl_close_5M^q_slope_close_7M^q_rl_low_10M,0.49225,0.51995,0.19105,0.47271,0.03959,0.63629
17,prpsl_low_30M^q_sma_close_30M_pdif^prpsh_high_360M^q_rh_close_30M^q_sma_high_20M_pdif^q_rl_low_20M^q_sma_low_15M_pdif,0.49873,0.52643,0.15216,0.48138,0.03157,0.64495
8,prpsh_high_120M^q_sma_volume_10M_pdif^q_rl_close_10M^prpsl_low_90M^q_sma_close_7M_pdif^prpsh_high_120M^q_rh_high_10M,0.5004,0.5281,0.14213,0.47232,0.02898,0.63589
16,prpsl_low_20M^q_rh_low_10M^prpsl_low_5M^q_rl_close_20M^q_sma_close_30M_pdif^prpsl_low_120M^q_slope_close_5M,0.49474,0.52244,0.17608,0.47516,0.03645,0.63874
14,prpsl_low_10M^q_rh_close_20M^q_sma_close_15M_pdif^q_slope_close_5M^q_rh_low_20M^q_slope_close_7M^q_sma_close_30M_pdif,0.49113,0.51883,0.19769,0.48649,0.04194,0.65006
29,q_rh_high_5M^q_rh_high_5M^q_rh_high_30M^prpsl_low_20M^q_sma_high_15M_pdif^q_rl_close_20M^q_slope_close_2M,0.49295,0.52065,0.18673,0.47713,0.03891,0.64071
32,q_rh_high_30M^q_rh_high_20M^q_sma_high_15M_pdif^q_sma_high_20M_pdif^q_rh_close_20M^q_rh_close_10M^prpsh_high_20M,0.49826,0.52596,0.15478,0.48509,0.03233,0.64866
9,prpsh_high_180M^q_sma_high_10M_pdif^q_sma_high_20M_pdif^q_rh_close_30M^q_sma_close_7M_pdif^prpsh_high_240M^q_rl_close_5M,0.50281,0.53051,0.12747,0.49217,0.02668,0.65575
33,q_rh_low_5M^prpsh_high_90M^q_sma_high_15M_pdif^q_slope_close_3M^q_sma_close_20M_pdif^q_sma_high_10M_pdif^q_slope_close_15M,0.49486,0.52256,0.17515,0.47593,0.0363,0.6395
37,q_rl_close_5M^prpsl_low_300M^q_rh_close_10M^q_slope_close_7M^q_sma_close_30M_pdif^q_sma_high_20M_pdif^q_rh_close_5M,0.49687,0.52457,0.16312,0.47762,0.03376,0.64119
11,prpsh_high_300M^q_slope_close_7M^prpsh_high_300M^q_rh_close_5M^q_rh_high_30M^q_sma_close_30M_pdif^q_sma_high_15M_pdif,0.50021,0.5279,0.14306,0.47196,0.02916,0.63554
1,prpsh_high_5M^q_rh_close_20M^q_rh_high_30M^q_rl_high_30M^q_rh_high_20M^q_rh_low_30M^q_sma_close_30M_pdif,0.49022,0.51792,0.20293,0.46344,0.0416,0.62702
33,q_rh_low_5M^prpsl_low_15M^q_rh_high_5M^q_sma_close_7M_pdif^prpsh_high_120M^q_rh_low_20M^q_rl_high_20M,0.49788,0.52558,0.15694,0.4633,0.0317,0.62687
3,prpsh_high_15M^q_sma_close_7M_pdif^prpsh_high_60M^q_sma_high_15M_pdif^q_rh_low_5M^q_rh_low_20M^q_sma_volume_7M_pdif,0.49726,0.52496,0.16065,0.47636,0.03316,0.63994
36,q_rh_low_30M^prpsh_high_180M^q_rh_close_10M^q_rh_low_10M^prpsh_high_15M^q_rh_low_30M^q_rh_low_5M,0.49387,0.52157,0.18102,0.47137,0.03732,0.63495
39,q_rl_close_20M^q_sma_high_20M_pdif^q_rl_close_30M^q_rl_low_30M^q_rh_close_5M^q_rl_high_30M^prpsl_low_20M,0.49494,0.52264,0.17454,0.47321,0.03601,0.63678
45,q_rl_low_20M^q_rl_close_20M^q_slope_close_15M^q_slope_close_2M^q_rl_low_30M^q_sma_close_15M_pdif^prpsl_low_15M,0.49175,0.51945,0.19367,0.4697,0.03998,0.63328
9,prpsh_high_180M^q_rh_close_5M^q_rh_close_10M^prpsl_low_10M^q_rh_low_10M^q_rh_high_5M^q_slope_close_15M,0.49389,0.52158,0.18086,0.47283,0.03737,0.6364
45,q_rl_low_20M^q_rh_low_10M^q_sma_close_20M_pdif^q_rl_high_10M^q_sma_volume_10M_pdif^q_rh_low_5M^q_slope_close_7M,0.50442,0.53212,0.11759,0.46003,0.02334,0.6236
29,q_rh_high_5M^q_rh_high_10M^q_sma_low_10M_pdif^q_rh_high_5M^q_rl_low_30M^prpsh_high_360M^q_slope_close_2M,0.49239,0.52008,0.18981,0.47448,0.03943,0.63805
33,q_rh_low_5M^q_rl_close_20M^q_sma_low_7M_pdif^q_rl_close_10M^q_sma_close_7M_pdif^q_rh_high_20M^prpsh_high_15M,0.49998,0.52768,0.14414,0.48106,0.02982,0.64463
43,q_rl_high_30M^q_rl_close_5M^q_sma_low_7M_pdif^q_rl_close_10M^prpsh_high_360M^q_sma_close_10M_pdif^q_sma_high_10M_pdif,0.50193,0.52963,0.13241,0.47902,0.0272,0.64259
38,q_rl_close_10M^q_rh_low_10M^prpsl_low_15M^q_rh_high_20M^prpsl_low_360M^q_rh_low_5M^q_sma_volume_10M_pdif,0.49244,0.52014,0.18935,0.47398,0.0393,0.63756
44,q_rl_low_10M^prpsh_high_15M^q_rh_high_10M^q_slope_close_7M^q_rl_high_20M^q_rl_low_10M^q_rh_low_10M,0.49184,0.51953,0.1929,0.4715,0.03993,0.63508
42,q_rl_high_20M^q_rl_close_5M^q_rh_close_20M^q_rl_close_10M^q_rh_close_30M^q_sma_low_15M_pdif^prpsh_high_20M,0.49317,0.52087,0.18488,0.48903,0.03922,0.65261
9,prpsh_high_180M^q_rl_close_5M^prpsh_high_60M^q_rh_high_30M^q_rh_close_30M^prpsl_low_90M^q_rl_close_10M,0.49247,0.52017,0.18904,0.47676,0.03941,0.64034
28,q_rh_close_30M^q_rh_close_20M^q_rl_high_10M^q_sma_high_10M_pdif^q_sma_close_15M_pdif^prpsl_low_30M^q_sma_volume_7M_pdif,0.50257,0.53027,0.1284,0.47951,0.02637,0.64308
31,q_rh_high_20M^q_rl_low_10M^prpsl_low_240M^q_rh_low_20M^q_rh_close_10M^prpsl_low_60M^q_rl_low_20M,0.50568,0.53338,0.10972,0.48909,0.02273,0.65266
15,prpsl_low_15M^q_rh_high_10M^q_rl_high_10M^q_rl_close_5M^q_rl_close_20M^q_rl_high_20M^q_sma_close_7M_pdif,0.50095,0.52865,0.13812,0.47966,0.02846,0.64324
42,q_rl_high_20M^prpsh_high_360M^q_rh_close_30M^q_sma_volume_7M_pdif^q_sma_low_15M_pdif^prpsl_low_30M^q_sma_close_20M_pdif,0.50182,0.52952,0.13287,0.48956,0.02775,0.65314
10,prpsh_high_240M^q_rh_low_30M^q_rh_high_30M^prpsl_low_10M^q_rl_high_20M^q_rh_high_10M^q_sma_high_20M_pdif,0.49526,0.52296,0.17222,0.46248,0.03491,0.62605
12,prpsh_high_360M^q_rh_low_30M^q_rl_close_20M^q_rh_high_30M^q_rl_close_10M^q_sma_high_10M_pdif^q_slope_close_7M,0.48989,0.51759,0.20432,0.47442,0.04265,0.638
39,q_rl_close_20M^prpsh_high_15M^q_rl_close_5M^prpsl_low_120M^q_rh_low_30M^prpsl_low_30M^q_rh_close_20M,0.48991,0.51761,0.20417,0.46827,0.0422,0.63185
32,q_rh_high_30M^q_rh_low_30M^q_rl_high_10M^q_slope_close_3M^q_rl_high_30M^q_sma_close_10M_pdif^prpsh_high_30M,0.49193,0.51963,0.19198,0.47469,0.03993,0.63826
10,prpsh_high_240M^q_rh_close_30M^q_rh_low_10M^q_slope_close_10M^q_rh_close_10M^q_sma_close_15M_pdif^q_rl_close_20M,0.49195,0.51965,0.19182,0.46686,0.03941,0.63043
46,q_rl_low_30M^q_sma_close_7M_pdif^q_slope_close_7M^prpsh_high_360M^q_rl_high_20M^q_sma_high_15M_pdif^q_sma_low_10M_pdif,0.49195,0.51965,0.19182,0.47104,0.03967,0.63462
5,prpsh_high_30M^prpsh_high_10M^prpsh_high_30M^q_sma_close_15M_pdif^q_rl_close_20M^q_sma_high_15M_pdif^q_sma_close_7M_pdif,0.50306,0.53076,0.12515,0.49284,0.02621,0.65641
17,prpsl_low_30M^q_rh_low_5M^q_slope_close_7M^prpsl_low_5M^q_sma_close_10M_pdif^q_rh_high_10M^q_sma_high_10M_pdif,0.49552,0.52322,0.17037,0.47718,0.03533,0.64076
44,q_rl_low_10M^q_sma_close_20M_pdif^q_rh_high_20M^prpsl_low_120M^q_rl_close_10M^prpsl_low_90M^q_sma_volume_10M_pdif,0.50599,0.53369,0.10756,0.47961,0.02195,0.64319
45,q_rl_low_20M^prpsl_low_20M^q_rh_high_30M^prpsh_high_360M^q_sma_high_20M_pdif^q_rl_low_10M^q_slope_close_5M,0.49261,0.52031,0.18781,0.47088,0.03878,0.63446
46,q_rl_low_30M^q_rh_low_5M^prpsl_low_60M^prpsl_low_30M^q_sma_low_7M_pdif^q_sma_close_20M_pdif^q_rh_low_30M,0.50416,0.53186,0.11852,0.48116,0.02433,0.64474
9,prpsh_high_180M^q_sma_volume_10M_pdif^q_sma_close_15M_pdif^prpsl_low_120M^q_rh_close_10M^q_sma_low_10M_pdif^q_rh_high_30M,0.5016,0.5293,0.1338,0.47073,0.02715,0.63431
31,q_rh_high_20M^q_rl_high_20M^q_sma_volume_7M_pdif^q_rl_high_10M^q_rl_high_30M^prpsh_high_20M^q_slope_close_5M,0.49141,0.51911,0.19491,0.4735,0.0405,0.63707
