"pred_ndx","pred_stat","pred_class","actual_class","pred_prob"
73816,"G",2,2,0.5219643
73817,"G",2,2,0.5226236
73818,"G",2,2,0.52241546
73819,"G",2,2,0.5192571
73825,"G",2,2,0.5196428
73826,"G",2,2,0.5196428
73827,"G",2,2,0.5195825
73828,"G",2,2,0.51999724
73829,"G",2,2,0.5195379
73835,"G",2,2,0.5211795
73836,"G",2,2,0.5211727
73837,"G",2,2,0.5220409
73838,"G",2,2,0.5228574
73839,"G",2,2,0.5196313
73840,"G",2,2,0.5220986
73841,"G",2,2,0.52243567
73842,"G",2,2,0.5224691
73843,"G",2,2,0.5249262
73844,"G",2,2,0.5240124
73845,"G",2,2,0.52183604
73846,"G",2,2,0.5206425
73847,"G",2,2,0.52058953
73871,"B",2,1,0.5210603
73875,"B",2,1,0.5211363
73876,"B",2,1,0.52145517
73877,"B",2,1,0.5228859
73879,"B",2,1,0.5201452
73880,"B",2,1,0.5228005
73881,"B",2,1,0.52486145
73882,"B",2,1,0.52442133
73883,"B",2,1,0.5260755
73884,"B",2,1,0.5228829
73885,"B",2,1,0.52616507
73886,"B",2,1,0.5239463
73887,"B",2,1,0.5236519
73888,"B",2,1,0.52199584
73889,"B",2,1,0.52523285
73890,"B",2,1,0.52872163
73891,"B",2,1,0.5227909
73892,"B",2,1,0.5271059
73893,"B",2,1,0.5279489
73894,"B",2,1,0.5289341
73895,"B",2,1,0.52599365
73896,"B",2,1,0.52432567
73897,"B",2,1,0.52367216
73898,"B",2,1,0.5263885
73899,"B",2,1,0.52843595
73900,"B",2,1,0.5256835
73901,"B",2,1,0.52843595
73902,"B",2,1,0.5276166
73903,"B",2,1,0.5253563
73904,"B",2,1,0.5277599
73905,"G",2,2,0.5303206
73906,"G",2,2,0.52644163
73907,"B",2,1,0.52656966
73908,"B",2,1,0.524036
73909,"B",2,1,0.5214353
73910,"B",2,1,0.5223607
73911,"G",2,2,0.5195817
73912,"G",2,2,0.5194371
73913,"G",2,2,0.5197722
73914,"B",2,1,0.5202063
73915,"B",2,1,0.5197156
73916,"G",2,2,0.5219184
73917,"G",2,2,0.5235664
73918,"G",2,2,0.5261477
73919,"G",2,2,0.5219044
73920,"G",2,2,0.5232258
73921,"G",2,2,0.5223139
73922,"G",2,2,0.52260554
73923,"G",2,2,0.52544993
73924,"G",2,2,0.52431655
73925,"G",2,2,0.5250856
73926,"G",2,2,0.5275956
73927,"G",2,2,0.5258765
73928,"G",2,2,0.5291678
73929,"G",2,2,0.5252722
73930,"G",2,2,0.5256189
73931,"G",2,2,0.5244703
73932,"G",2,2,0.52534425
73933,"G",2,2,0.52839965
73934,"G",2,2,0.52578956
73935,"G",2,2,0.52534944
73936,"G",2,2,0.52483785
73937,"G",2,2,0.52649355
73938,"G",2,2,0.5235724
73939,"G",2,2,0.52572495
73940,"G",2,2,0.52483606
73941,"G",2,2,0.52483606
73942,"G",2,2,0.52508634
73943,"G",2,2,0.52536005
73944,"G",2,2,0.52542937
73945,"G",2,2,0.5261569
73946,"G",2,2,0.529623
73947,"G",2,2,0.5297209
73948,"G",2,2,0.5292808
73949,"B",2,1,0.52914536
73950,"G",2,2,0.52739173
73951,"B",2,1,0.5244542
73952,"G",2,2,0.5317165
73953,"G",2,2,0.5325494
73954,"G",2,2,0.52652144
73955,"G",2,2,0.5257963
73956,"B",2,1,0.5282234
73957,"B",2,1,0.5327309
73958,"B",2,1,0.53033495
73959,"B",2,1,0.53150564
73960,"B",2,1,0.5347222
73961,"B",2,1,0.52931964
73962,"B",2,1,0.5280019
73963,"B",2,1,0.52202255
73964,"B",2,1,0.5267836
73965,"B",2,1,0.52605945
73966,"B",2,1,0.5208542
73969,"B",2,1,0.5199913
73970,"B",2,1,0.52322745
73971,"B",2,1,0.52085006
73972,"B",2,1,0.527849
73973,"B",2,1,0.52577996
73974,"B",2,1,0.52873135
73975,"B",2,1,0.52520996
73976,"B",2,1,0.52589446
73977,"B",2,1,0.52430946
73978,"B",2,1,0.52518487
73979,"B",2,1,0.5283366
73980,"B",2,1,0.5304289
73981,"B",2,1,0.52739835
73982,"B",2,1,0.52352685
73983,"B",2,1,0.5263263
73984,"B",2,1,0.52686524
73985,"B",2,1,0.5255074
73986,"G",2,2,0.5255696
73987,"G",2,2,0.52518487
73988,"B",2,1,0.5255965
73989,"G",2,2,0.52785087
73990,"G",2,2,0.52522814
73991,"G",2,2,0.5243143
73992,"G",2,2,0.5253475
73993,"G",2,2,0.5231014
73994,"G",2,2,0.52567977
73995,"G",2,2,0.529226
73996,"G",2,2,0.5299264
73997,"B",2,1,0.52693766
73998,"G",2,2,0.5237109
73999,"G",2,2,0.5237109
74000,"G",2,2,0.5233298
74001,"B",2,1,0.52620924
74002,"B",2,1,0.5226368
74003,"B",2,1,0.5228296
74004,"B",2,1,0.521967
74005,"B",2,1,0.5248126
74006,"B",2,1,0.5261944
74007,"B",2,1,0.5250557
74008,"B",2,1,0.52743304
74009,"B",2,1,0.5260321
74010,"B",2,1,0.5290063
74011,"B",2,1,0.5275633
74012,"B",2,1,0.5294528
74013,"B",2,1,0.5267732
74014,"B",2,1,0.52945435
74015,"G",2,2,0.5272335
74016,"B",2,1,0.52377135
74017,"G",2,2,0.5242554
74018,"B",2,1,0.5250557
74019,"B",2,1,0.52750766
74020,"G",2,2,0.5302324
74021,"G",2,2,0.5279686
74022,"G",2,2,0.5297343
74023,"G",2,2,0.5280757
74024,"G",2,2,0.52950406
74025,"G",2,2,0.5301733
74026,"G",2,2,0.52907264
74027,"G",2,2,0.5306518
74028,"G",2,2,0.5302117
74029,"G",2,2,0.5281532
74030,"G",2,2,0.52977365
74031,"G",2,2,0.5314696
74032,"G",2,2,0.5315842
74033,"G",2,2,0.5328439
74034,"G",2,2,0.52835655
74035,"G",2,2,0.52851474
74036,"G",2,2,0.53035986
74037,"G",2,2,0.5292246
74038,"G",2,2,0.5244278
74039,"G",2,2,0.5272605
74040,"G",2,2,0.52360356
74041,"G",2,2,0.5208601
74042,"G",2,2,0.5278725
74043,"G",2,2,0.523004
74044,"G",2,2,0.52493554
74045,"G",2,2,0.52682704
74046,"G",2,2,0.5279014
74047,"G",2,2,0.5240758
74048,"G",2,2,0.52600425
74049,"G",2,2,0.52357143
74060,"B",2,1,0.52140933
74075,"G",2,2,0.52018
74076,"G",2,2,0.5223843
74081,"G",2,2,0.5221001
74082,"G",2,2,0.5247963
74083,"G",2,2,0.522321
74084,"B",2,1,0.52097654
74086,"G",2,2,0.51950216
74087,"B",2,1,0.51964676
74088,"G",2,2,0.5193505
74089,"G",2,2,0.51939756
74097,"B",2,1,0.52310634
74098,"B",2,1,0.5200646
74099,"B",2,1,0.519612
74100,"G",2,2,0.51990443
74101,"G",2,2,0.5216828
74102,"G",2,2,0.5218073
74103,"G",2,2,0.5201139
74104,"G",2,2,0.5257792
74105,"B",2,1,0.5196142
74106,"G",2,2,0.5196029
74107,"B",2,1,0.51968944
74108,"B",2,1,0.51938593
74110,"G",2,2,0.5198993
74130,"B",2,1,0.5192139
74132,"B",2,1,0.5211037
74134,"G",2,2,0.5195149
74135,"G",2,2,0.5196768
74136,"G",2,2,0.51968426
74137,"G",2,2,0.519644
74138,"G",2,2,0.5199442
74139,"G",2,2,0.519644
74140,"G",2,2,0.519644
74145,"B",2,1,0.51976955
74158,"B",2,1,0.5198324
74159,"B",2,1,0.5214425
74160,"B",2,1,0.51940084
74161,"B",2,1,0.52268666
74162,"B",2,1,0.5242228
74163,"B",2,1,0.5245183
74164,"B",2,1,0.5215866
74165,"B",2,1,0.51948255
74166,"B",2,1,0.52041656
74167,"B",2,1,0.52000767
74168,"B",2,1,0.5206169
74169,"B",2,1,0.5210773
74170,"B",2,1,0.52307963
74171,"B",2,1,0.52307874
74172,"B",2,1,0.52455485
74173,"B",2,1,0.52272224
74174,"B",2,1,0.523516
74175,"B",2,1,0.5221812
74176,"B",2,1,0.5231868
74177,"B",2,1,0.5209067
74178,"B",2,1,0.5241421
74179,"B",2,1,0.5220774
74180,"B",2,1,0.52158463
74181,"B",2,1,0.5208071
74182,"B",2,1,0.52144796
74183,"B",2,1,0.5220692
74184,"B",2,1,0.5196919
74185,"B",2,1,0.5246632
74186,"B",2,1,0.5234371
74187,"B",2,1,0.5234361
74188,"B",2,1,0.5232925
74189,"B",2,1,0.5270191
74190,"B",2,1,0.5267747
74191,"B",2,1,0.5278171
74192,"G",2,2,0.5273047
74193,"G",2,2,0.5253128
74194,"G",2,2,0.5211922
74195,"G",2,2,0.5216405
74196,"G",2,2,0.52101
74197,"G",2,2,0.522264
74198,"B",2,1,0.5217918
74199,"B",2,1,0.5244872
74200,"B",2,1,0.521561
74201,"B",2,1,0.5229127
74202,"B",2,1,0.52456737
74203,"B",2,1,0.5222553
74204,"B",2,1,0.52216274
74205,"B",2,1,0.5193994
74206,"B",2,1,0.52273446
74208,"G",2,2,0.5200219
74209,"G",2,2,0.520484
74210,"G",2,2,0.51983654
74211,"B",2,1,0.5201574
74214,"G",2,2,0.52065784
74215,"G",2,2,0.521902
74216,"G",2,2,0.5223618
74217,"G",2,2,0.5235631
74218,"G",2,2,0.52300197
74219,"G",2,2,0.5253818
74220,"G",2,2,0.52446806
74221,"G",2,2,0.52301604
74222,"B",2,1,0.52345616
74223,"G",2,2,0.5232707
74224,"G",2,2,0.5235712
74225,"G",2,2,0.5235789
74226,"G",2,2,0.52215725
74227,"G",2,2,0.52398455
74228,"G",2,2,0.52291596
74229,"G",2,2,0.5230761
74230,"G",2,2,0.52407956
74231,"G",2,2,0.52440035
74232,"G",2,2,0.5241156
74233,"G",2,2,0.52057505
74234,"G",2,2,0.5237757
74235,"G",2,2,0.5204409
74236,"G",2,2,0.5212307
74237,"G",2,2,0.5203135
74238,"G",2,2,0.5201286
74241,"G",2,2,0.5199198
74242,"G",2,2,0.52304375
74243,"G",2,2,0.5211882
74244,"G",2,2,0.5198133
74245,"G",2,2,0.5207449
74246,"G",2,2,0.5209128
74247,"G",2,2,0.522832
74249,"G",2,2,0.5201431
74250,"G",2,2,0.5248122
74251,"G",2,2,0.52639985
74252,"G",2,2,0.52588487
74253,"G",2,2,0.52009696
74254,"G",2,2,0.5209299
74255,"G",2,2,0.5238842
74256,"B",2,1,0.5280562
74257,"B",2,1,0.52464306
74258,"B",2,1,0.52394783
74259,"B",2,1,0.5236998
74260,"B",2,1,0.5223436
74261,"B",2,1,0.52049655
74262,"B",2,1,0.5202524
74263,"B",2,1,0.52010876
74265,"B",2,1,0.5211427
74266,"B",2,1,0.5196283
74267,"B",2,1,0.5206788
74269,"B",2,1,0.52021736
74271,"B",2,1,0.5215455
74272,"B",2,1,0.52026147
74275,"B",2,1,0.51991856
74276,"G",2,2,0.5237464
74277,"G",2,2,0.5231551
74278,"G",2,2,0.52551067
74279,"G",2,2,0.52547956
74280,"G",2,2,0.52866113
74281,"G",2,2,0.52804387
74282,"G",2,2,0.5259681
74283,"G",2,2,0.52456796
74284,"G",2,2,0.5250878
74285,"G",2,2,0.5257492
74286,"G",2,2,0.5259642
74287,"G",2,2,0.52526337
74288,"G",2,2,0.5272976
74289,"G",2,2,0.52628857
74290,"G",2,2,0.5236062
74291,"G",2,2,0.5223084
74292,"G",2,2,0.5224547
74293,"G",2,2,0.52528465
74294,"G",2,2,0.5248888
74295,"G",2,2,0.5281015
74296,"G",2,2,0.527399
74297,"G",2,2,0.52578276
74298,"G",2,2,0.52427894
74299,"G",2,2,0.5215326
74300,"G",2,2,0.5206001
74301,"G",2,2,0.5234867
74302,"G",2,2,0.52516043
74303,"G",2,2,0.52346057
74304,"G",2,2,0.5235931
74305,"G",2,2,0.5252832
74306,"B",2,1,0.52186674
74308,"B",2,1,0.5207512
74311,"G",2,2,0.52429324
74312,"G",2,2,0.5242347
74313,"G",2,2,0.52594167
74314,"G",2,2,0.52419066
74315,"B",2,1,0.52532405
74316,"B",2,1,0.52482015
74317,"G",2,2,0.52327746
74318,"B",2,1,0.5226146
74319,"G",2,2,0.52387923
74320,"G",2,2,0.52400595
74321,"G",2,2,0.52176195
74322,"B",2,1,0.5224124
74323,"B",2,1,0.5201696
74324,"G",2,2,0.52584094
74325,"G",2,2,0.5273757
74326,"G",2,2,0.5257143
74327,"G",2,2,0.52859306
74328,"G",2,2,0.5287329
74329,"G",2,2,0.5294528
74330,"G",2,2,0.5285353
74331,"G",2,2,0.5314159
74332,"G",2,2,0.53059584
74333,"G",2,2,0.5288114
74334,"G",2,2,0.5301296
74335,"G",2,2,0.52783906
74336,"G",2,2,0.53018486
74337,"G",2,2,0.5298305
74338,"G",2,2,0.52876097
74339,"G",2,2,0.52929235
74340,"G",2,2,0.53054976
74341,"G",2,2,0.5267465
74342,"G",2,2,0.52744526
74343,"G",2,2,0.52451986
74344,"G",2,2,0.5265234
74345,"G",2,2,0.5294488
74346,"G",2,2,0.5280058
74347,"G",2,2,0.52622044
74348,"G",2,2,0.5246595
74349,"G",2,2,0.5232612
74350,"G",2,2,0.52183306
74351,"G",2,2,0.52905977
74352,"G",2,2,0.5291748
74353,"G",2,2,0.52877915
74354,"G",2,2,0.5296557
74355,"G",2,2,0.5281826
74356,"G",2,2,0.5281826
74357,"G",2,2,0.5247551
74358,"G",2,2,0.51992327
74359,"G",2,2,0.52073497
74360,"G",2,2,0.5291748
74361,"G",2,2,0.5266306
74362,"G",2,2,0.52779895
74363,"G",2,2,0.52703714
74364,"G",2,2,0.5256805
74365,"G",2,2,0.526088
74366,"G",2,2,0.52666473
74367,"B",2,1,0.52737755
74368,"G",2,2,0.52340055
74369,"B",2,1,0.526308
74370,"G",2,2,0.5264032
74371,"G",2,2,0.52403414
74372,"G",2,2,0.5272281
74373,"G",2,2,0.5238847
74374,"G",2,2,0.5269666
74375,"G",2,2,0.52544564
74376,"G",2,2,0.5265961
74377,"G",2,2,0.526521
74378,"G",2,2,0.5268936
74379,"G",2,2,0.52444696
74380,"G",2,2,0.5252041
74381,"G",2,2,0.5250175
74382,"G",2,2,0.52301383
74383,"B",2,1,0.52516115
74384,"G",2,2,0.5255548
74385,"B",2,1,0.5207373
74386,"B",2,1,0.5227919
74387,"B",2,1,0.52494
74388,"B",2,1,0.5245624
74389,"G",2,2,0.52264965
74390,"B",2,1,0.5252404
74391,"B",2,1,0.5242455
74392,"B",2,1,0.5254596
74393,"B",2,1,0.5254596
74394,"B",2,1,0.5253154
74395,"B",2,1,0.5243655
74396,"B",2,1,0.52765155
74397,"B",2,1,0.52680326
74398,"B",2,1,0.52728665
74399,"B",2,1,0.5301956
74400,"B",2,1,0.5298886
74401,"B",2,1,0.52456766
74402,"B",2,1,0.52379185
74403,"B",2,1,0.52650803
74404,"B",2,1,0.5258296
74405,"B",2,1,0.5300768
74406,"B",2,1,0.52314204
74407,"B",2,1,0.528054
74408,"B",2,1,0.5279443
74409,"B",2,1,0.52576554
74410,"B",2,1,0.5230562
74411,"B",2,1,0.5201924
74413,"B",2,1,0.52343917
74414,"B",2,1,0.5250027
74415,"B",2,1,0.5264382
74416,"B",2,1,0.5285114
74417,"B",2,1,0.5262879
74418,"B",2,1,0.52631676
74419,"B",2,1,0.52393943
74420,"G",2,2,0.52398217
74421,"G",2,2,0.5276596
74422,"G",2,2,0.5272412
74423,"G",2,2,0.52756983
74424,"G",2,2,0.52683413
74425,"G",2,2,0.51987076
74426,"G",2,2,0.5223575
74427,"G",2,2,0.52356744
74428,"G",2,2,0.5246326
74429,"G",2,2,0.52478683
74430,"G",2,2,0.5198938
74431,"G",2,2,0.5216782
74432,"G",2,2,0.52603066
74433,"G",2,2,0.5231599
74434,"G",2,2,0.5212857
74435,"G",2,2,0.52472305
74436,"G",2,2,0.5210395
74437,"G",2,2,0.52253765
74438,"G",2,2,0.5219374
74439,"G",2,2,0.52467656
74440,"G",2,2,0.5253405
74441,"G",2,2,0.52358305
74442,"G",2,2,0.5202306
74444,"G",2,2,0.52232194
74445,"G",2,2,0.5204949
74446,"G",2,2,0.5230236
74447,"G",2,2,0.52076316
74449,"G",2,2,0.52121603
74450,"G",2,2,0.5210008
74451,"G",2,2,0.519884
74452,"G",2,2,0.52650136
74453,"G",2,2,0.52835786
74454,"G",2,2,0.527421
74455,"G",2,2,0.52273166
74456,"B",2,1,0.5210878
74457,"B",2,1,0.5262955
74458,"G",2,2,0.52570075
74459,"G",2,2,0.52714086
74460,"G",2,2,0.52449447
74461,"G",2,2,0.52297986
74462,"G",2,2,0.52191025
74463,"G",2,2,0.5229643
74464,"G",2,2,0.52316886
74465,"G",2,2,0.526572
74466,"G",2,2,0.5275134
74467,"G",2,2,0.5275134
74468,"G",2,2,0.52609557
74469,"G",2,2,0.5238057
74470,"B",2,1,0.52426356
74475,"B",2,1,0.5193485
74476,"G",2,2,0.5193485
74477,"G",2,2,0.52407396
74478,"G",2,2,0.5203847
74479,"B",2,1,0.52370423
74480,"B",2,1,0.52370423
74481,"B",2,1,0.5270224
74482,"B",2,1,0.5225873
74483,"B",2,1,0.52706766
74484,"B",2,1,0.5254511
74485,"B",2,1,0.5241989
74486,"B",2,1,0.5276204
74487,"B",2,1,0.52645034
74488,"B",2,1,0.5247759
74489,"G",2,2,0.5208649
74490,"G",2,2,0.5223399
74491,"G",2,2,0.5202441
74492,"G",2,2,0.52308947
74494,"G",2,2,0.52341264
74495,"G",2,2,0.52008486
74496,"G",2,2,0.52128553
74498,"G",2,2,0.5227172
74500,"G",2,2,0.5222033
74501,"G",2,2,0.5226891
74502,"G",2,2,0.5195774
74503,"G",2,2,0.5236337
74504,"G",2,2,0.52230775
74505,"G",2,2,0.5244533
74506,"G",2,2,0.52041733
74507,"G",2,2,0.5211375
74508,"G",2,2,0.5244157
74509,"G",2,2,0.5225302
74510,"G",2,2,0.51958036
74511,"G",2,2,0.5227088
74512,"G",2,2,0.5227088
74513,"G",2,2,0.5258658
74514,"G",2,2,0.52572125
74515,"G",2,2,0.5238989
74516,"G",2,2,0.5215004
74517,"G",2,2,0.5227671
74518,"G",2,2,0.5220372
74519,"G",2,2,0.5201266
74520,"G",2,2,0.5222695
74521,"G",2,2,0.5247405
74524,"G",2,2,0.5269724
74525,"G",2,2,0.5262213
74526,"G",2,2,0.5269745
74527,"G",2,2,0.521359
74528,"G",2,2,0.5211742
74530,"G",2,2,0.5197207
74531,"G",2,2,0.5211742
74532,"G",2,2,0.5251242
74533,"G",2,2,0.5212958
74537,"G",2,2,0.5200421
74538,"G",2,2,0.5205811
74539,"G",2,2,0.5235014
74572,"G",2,2,0.5219521
74573,"G",2,2,0.5213104
74574,"G",2,2,0.5217767
74575,"G",2,2,0.51962477
74576,"G",2,2,0.52228755
74577,"G",2,2,0.52019525
74578,"G",2,2,0.5218301
74580,"G",2,2,0.52455664
74582,"G",2,2,0.5253884
74583,"G",2,2,0.5224555
74584,"G",2,2,0.5289358
74585,"G",2,2,0.5289358
74586,"G",2,2,0.52584136
74587,"G",2,2,0.52849877
74588,"G",2,2,0.5233369
